spine,title,year,director,boxset,movie_id,tmdb_id,runtime_min,genre,country,language,popularity,vote_average,vote_count
803,The Manchurian Candidate,1962,John Frankenheimer,Standalone,the-manchurian-candidate-1962,982,126,"Thriller, Drama",United States of America,en,2.9107,7.518,794
802,Paris Belongs to Us,1961,Jacques Rivette,Standalone,paris-belongs-to-us-1961,43026,141,"Mystery, Drama, Thriller",France,fr,0.5292,6.6,72
801,I Knew Her Well,1965,Antonio Pietrangeli,Standalone,i-knew-her-well-1965,59336,115,Drama,"Italy, France, Germany",it,0.9891,7.5,170
800,The Graduate,1967,Mike Nichols,Standalone,the-graduate-1967,37247,106,"Drama, Romance, Comedy",United States of America,en,5.1511,7.633,3630
799,The Kid,1921,Charlie Chaplin,Standalone,the-kid-1921,10098,68,"Comedy, Drama",United States of America,en,3.824,8.142,2337
798,Death by Hanging,1968,Nagisa Oshima,Standalone,death-by-hanging-1968,98193,118,"Comedy, Drama",Japan,ja,1.8442,7.4,106
797,The New Land,1972,Jan Troell,The Emigrants/The New Land,the-new-land-1972,42488,202,"Drama, Western, History",Sweden,sv,0.6443,7.5,104
796,The Emigrants,1971,Jan Troell,The Emigrants/The New Land,the-emigrants-1971,40732,191,"Drama, History, Western",Sweden,sv,0.8949,7.4,122
795,Gilda,1946,Charles Vidor,Standalone,gilda-1946,3767,110,"Romance, Drama, Thriller",United States of America,en,2.4428,7.469,640
794,Inside Llewyn Davis,2013,Joel Coen & Ethan Coen,Standalone,inside-llewyn-davis-2013,86829,105,"Drama, Music","France, United Kingdom, United States of America",en,3.2579,7.186,2893
793,The American Friend,1977,Wim Wenders,Standalone,the-american-friend-1977,11222,125,"Drama, Thriller, Crime","France, Germany",de,1.5866,7.09,432
792,Bitter Rice,1949,Giuseppe De Santis,Standalone,bitter-rice-1949,31058,109,"Drama, Crime",Italy,it,0.7122,7.5,224
791,Lady Snowblood 2: Love Song of Vengeance,1974,Toshiya Fujita,The Complete Lady Snowblood,lady-snowblood-2-love-song-of-vengeance-1974,18818,89,"Action, Drama, Thriller",Japan,ja,1.6086,6.368,136
790,Lady Snowblood,1973,Toshiya Fujita,The Complete Lady Snowblood,lady-snowblood-1973,2487,97,"Action, Crime, Drama",Japan,ja,3.2161,7.5,407
789,Burroughs: The Movie,1983,Howard Brookner,Standalone,burroughs-the-movie-1983,339790,90,Documentary,United States of America,en,0.5992,7,26
788,Speedy,1928,Ted Wilde,Standalone,speedy-1928,22595,86,Comedy,United States of America,en,0.9195,7.3,109
787,Jellyfish Eyes,2013,Takashi Murakamie,Standalone,jellyfish-eyes-2013,228426,101,"Science Fiction, Animation, Comedy, Fantasy, Drama",Japan,ja,1.4058,5.048,21
786,Dont Look Back,1967,D.A. Pennebaker,Standalone,dont-look-back-1967,135,96,"Documentary, Music",United States of America,en,1.6251,7.38,171
785,Apur Sansar,1959,Satyajit Ray,Standalone,apur-sansar-1959,896,105,Drama,India,bn,1.191,8.1,271
784,Aparajito,1956,Satyajit Ray,Standalone,aparajito-1956,897,110,Drama,India,bn,1.2649,7.874,281
783,Pather Panchali,1955,Satyajit Ray,Standalone,pather-panchali-1955,5801,125,"Drama, History",India,bn,2.0674,7.82,479
781,In Cold Blood,1967,Richard Brooks,Standalone,in-cold-blood-1967,18900,134,"Crime, Drama, Thriller, History",United States of America,en,1.9498,7.519,421
780,Code Unknown,2000,Michael Haneke,Standalone,code-unknown-2000,30970,118,Drama,"France, Germany, Romania",fr,1.1861,6.745,274
779,Mulholland Drive,2001,David Lynch,Standalone,mulholland-drive-2001,1018,147,"Thriller, Drama, Mystery","France, United States of America",en,9.5749,7.801,6922
778,A Special Day,1977,Ettore Scola,Standalone,a-special-day-1977,42229,106,"Drama, Romance","Italy, Canada",it,0.9985,8.044,751
777,The Brood,1979,David Cronenberg,Standalone,the-brood-1979,28942,92,"Horror, Science Fiction",Canada,en,1.9547,6.7,794
776,Moonrise Kingdom,2012,Wes Anderson,The Wes Anderson Archive,moonrise-kingdom-2012,83666,94,"Comedy, Drama, Romance",United States of America,en,3.9353,7.675,6264
775,A Room with a View,1986,James Ivory,Standalone,a-room-with-a-view-1986,11257,117,"Drama, Romance",United Kingdom,en,2.7734,6.948,825
774,Mister Johnson,1990,Bruce Beresford,Standalone,mister-johnson-1990,123772,101,Drama,United States of America,en,0.6093,6.1,35
773,Breaker Morant,1980,Bruce Beresford,Standalone,breaker-morant-1980,13783,107,"Drama, History, War",Australia,en,1.1319,7.1,157
772,Blind Chance,1987,Krzysztof Kieślowski,Standalone,blind-chance-1987,127,117,Drama,Poland,pl,0.9519,7.53,237
771,"Two Days, One Night",2014,Jean Pierre Dardenne & Luc Dardenne,Standalone,two-days-one-night-2014,221902,95,Drama,"Belgium, France, Italy",fr,1.8309,6.908,1008
770,Dressed to Kill,1980,Brian De Palma,Standalone,dressed-to-kill-1980,11033,105,"Thriller, Mystery, Horror",United States of America,en,3.6615,6.964,1090
769,Day for Night,1973,François Truffaut,Standalone,day-for-night-1973,1675,116,"Comedy, Drama","France, Italy",fr,2.1918,7.752,644
768,The French Lieutenant's Woman,1981,Stephen Frears,Standalone,the-french-lieutenants-woman-1981,12537,124,"Drama, Romance, History",United Kingdom,en,1.3364,6.4,237
767,My Beautiful Laundrette,1985,Stephen Frears,Standalone,my-beautiful-laundrette-1985,11240,98,"Comedy, Drama, Romance",United Kingdom,en,1.7672,6.722,302
766,Here Is Your Life,1966,Jan Troell,Standalone,here-is-your-life-1966,9646,169,"Drama, History",Sweden,sv,0.4518,6.9,27
765,The Black Stallion,1979,Carroll Ballard,Standalone,the-black-stallion-1979,17264,118,"Family, Adventure",United States of America,en,1.6057,7,319
764,The Fisher King,1991,Terry Gilliam,Standalone,the-fisher-king-1991,177,138,"Comedy, Drama",United States of America,en,3.3212,7.317,1443
763,The Bridge,1959,Bernhard Wicki,Standalone,the-bridge-1959,1566,103,"Drama, History, War",Germany,de,1.7586,7.527,187
762,A Master Builder,2013,Jonathan Demme,André Gregory & Wallace Shawn: 3 Films,a-master-builder-2013,268536,130,Drama,United States of America,en,1.0602,5.904,26
761,Valerie and Her Week of Wonders,1970,Jaromil Jireš,Standalone,valerie-and-her-week-of-wonders-1970,46315,73,"Fantasy, Adventure, Drama",Czechoslovakia,cs,1.5647,6.9,299
760,State of Siege,1972,Costa Gavras,Standalone,state-of-siege-1972,91487,122,"Thriller, Drama","France, Germany, Italy",fr,0.8033,7.2,105
759,The Confession,1970,Costa Gavras,Standalone,the-confession-1970,60859,139,"Drama, Thriller","France, Italy",fr,1.1656,7.336,137
758,The Merchant of Four Seasons,1972,Rainer Werner Fassbinder,Standalone,the-merchant-of-four-seasons-1972,10309,88,Drama,Germany,de,1.0524,6.646,79
757,The Rose,1979,Mark Rydell,Standalone,the-rose-1979,16323,125,"Drama, Music, Romance",United States of America,en,2.1279,6.695,131
756,Limelight,1952,Charlie Chaplin,Standalone,limelight-1952,28971,137,"Romance, Drama, Music",United States of America,en,3.2849,7.9,584
755,Le Silence de la mer,1949,Jean-Pierre Melville,Standalone,le-silence-de-la-mer-1949,40650,87,"Drama, War",France,fr,0.6517,7.5,139
754,Odd Man Out,1947,Errol Morris,Standalone,odd-man-out-1947,43461,116,"Crime, Drama, Thriller",United Kingdom,en,1.3486,7.312,226
753,The Thin Blue Line,1988,Errol Morris,Standalone,the-thin-blue-line-1988,14285,103,"Crime, Documentary",United States of America,en,1.0261,7.644,407
752,"Vernon, Florida",1981,Errol Morris,Gates of Heaven/ Vernon Florida,vernon-florida-1981,30142,55,Documentary,"Germany, United States of America",en,1.3069,6.7,51
751,Gates of Heaven,1978,Errol Morris,Gates of Heaven/ Vernon Florida,gates-of-heaven-1978,24998,83,Documentary,United States of America,en,1.0564,6.8,109
750,Ride the Pink Horse,1947,Robert Montgomery,Standalone,ride-the-pink-horse-1947,18871,101,"Drama, Mystery, Thriller",United States of America,en,0.985,7.2,67
749,The Soft Skin,1964,François Truffaut,Standalone,the-soft-skin-1964,1719,119,"Drama, Romance",France,fr,1.2015,7.1,213
748,Watership Down,1978,Martin Rosen,Standalone,watership-down-1978,11837,92,"Adventure, Animation, Drama",United Kingdom,en,2.1121,7.204,692
747,Satyricon,1969,Federico Fellini,Essential Fellini,satyricon-1969,281783,120,"Comedy, Drama, History",Italy,it,0.8383,6.5,28
746,A Day in the Country,1946,Jean Renoir,Standalone,a-day-in-the-country-1946,43878,41,"Drama, Romance, Comedy",France,fr,0.6834,7.278,212
745,Don't Look Now,1973,Nicholas Roeg,Standalone,dont-look-now-1973,931,110,"Thriller, Drama, Horror","Italy, United Kingdom",en,1.8216,6.9,1166
744,Every Man for Himself,1980,Jean-Luc Godard,Standalone,every-man-for-himself-1980,113479,87,Drama,"Austria, France, Germany, Switzerland",fr,0.87,6.173,78
743,La Ciénaga,2001,Lucrecia Martel,Standalone,la-ciénaga-2001,58429,101,Drama,"Argentina, France, Spain",es,1.3733,6.871,159
742,The Palm Beach Story,1942,Preston Sturges,Standalone,the-palm-beach-story-1942,32255,88,"Comedy, Romance",United States of America,en,1.2088,7,206
741,My Winnipeg,2007,Guy Maddin,Standalone,my-winnipeg-2007,13241,80,"Documentary, Drama, Comedy",Canada,en,0.7815,6.875,112
740,The Bitter Tears of Petra von Kant,1972,Rainer Werner Fassbinder,Standalone,the-bitter-tears-of-petra-von-kant-1972,10310,124,"Drama, Romance",Germany,de,1.0341,7.377,232
739,Safe,1995,Todd Haynes,Standalone,safe-1995,32646,119,Drama,"United Kingdom, United States of America",en,2.0749,7,339
